County Code,Perm ID,Facility Name,Building #,Building Name,Building Status,SPC Rating,2007 Hazus Score (%),2010 Hazus Score (%),NPC Rating,Location 1,Count
38 - San Francisco,12404,California Pacific Medical Center - California West,BLD-05383,Freight Elevator Building,In Service,4,,,1,"San Francisco
(37.7861157, -122.4560595)",1
38 - San Francisco,12404,California Pacific Medical Center - California West,BLD-05384,Mechanical Room,In Service,4,,,1,"San Francisco
(37.7861157, -122.4560595)",1
38 - San Francisco,12404,California Pacific Medical Center - California West,BLD-05385,Powerhouse,Not an Independent Building,N/A,,,N/A,"San Francisco
(37.7861157, -122.4560595)",1
38 - San Francisco,12404,California Pacific Medical Center - California West,BLD-05386,Electrical Room,In Service,2,,0.39,1,"San Francisco
(37.7861157, -122.4560595)",1
38 - San Francisco,12404,California Pacific Medical Center - California West,BLD-05387,NBICU Addition,In Service,3s,,,1,"San Francisco
(37.7861157, -122.4560595)",1
38 - San Francisco,12404,California Pacific Medical Center - California West,BLD-05388,Oxygen Tank,Equipment Yard,N/A,,,1,"San Francisco
(37.7861157, -122.4560595)",1
38 - San Francisco,12416,California Pacific Medical Center - Davies Campus,BLD-01100,North Tower,In Service,2,,,2,"San Francisco
(37.768225, -122.434588)",1
38 - San Francisco,12416,California Pacific Medical Center - Davies Campus,BLD-01101,Link Building,In Service,1,,7.99,2,"San Francisco
(37.768225, -122.434588)",1
38 - San Francisco,12416,California Pacific Medical Center - Davies Campus,BLD-01102,South Tower,In Service,1,,8.13,2,"San Francisco
(37.768225, -122.434588)",1
38 - San Francisco,12416,California Pacific Medical Center - Davies Campus,BLD-01103,Rehabilitation Building,In Service,2,,0.18,2,"San Francisco
(37.768225, -122.434588)",1
38 - San Francisco,12416,California Pacific Medical Center - Davies Campus,BLD-01104,Emergency Systems Additions,In Service,5,,,2,"San Francisco
(37.768225, -122.434588)",1
38 - San Francisco,12416,California Pacific Medical Center - Davies Campus,BLD-01105,MER Building,In Service,3s,,,2,"San Francisco
(37.768225, -122.434588)",1
38 - San Francisco,12482,California Pacific Medical Center - Pacific Campus,BLD-01017,Main Hospital,In Service,1,,14.36,1,"San Francisco
(37.7906151, -122.4314346)",1
38 - San Francisco,12482,California Pacific Medical Center - Pacific Campus,BLD-01018,1965 Mental Health,Acute Psych Only,N/A,,,1,"San Francisco
(37.7906151, -122.4314346)",1
38 - San Francisco,12459,California Pacific Medical Center - St. Luke's Campus Hospital,BLD-01076,Main Hospital Building,In Service,1,,28.19,1,"San Francisco
(37.7471657, -122.4208527)",1
38 - San Francisco,12459,California Pacific Medical Center - St. Luke's Campus Hospital,BLD-01077,1957 Wing,Not an Independent Building,N/A,,,N/A,"San Francisco
(37.7471657, -122.4208527)",1
38 - San Francisco,12459,California Pacific Medical Center - St. Luke's Campus Hospital,BLD-01078,1912 Wing,In Service,1,,31.54,1,"San Francisco
(37.7471657, -122.4208527)",1
38 - San Francisco,12459,California Pacific Medical Center - St. Luke's Campus Hospital,BLD-02817,Service Building,In Service,4,,,1,"San Francisco
(37.7471657, -122.4208527)",1
38 - San Francisco,18165,California Pacific Medical Center-Cathedral Hill Campus,BLD-03801,New Acute Care Hospital,Under Construction,5s,,,NYA,"San Francisco
(37.7859802, -122.4223328)",1
38 - San Francisco,18188,California Pacific Medical Center-St. Lukes Hospital,BLD-03810,New Hospital,Proposed,5s,,,NYA,"San Francisco
(37.7471657, -122.4208527)",1
38 - San Francisco,14621,Chinese Hospital,BLD-00316,Comprehensive Health Care Building,In Service,3,,,2,"San Francisco
(37.7956704, -122.4091771)",1
38 - San Francisco,14621,Chinese Hospital,BLD-05688,Patient Tower,Under Construction,5s,,,NYA,"San Francisco
(37.7956704, -122.4091771)",1
38 - San Francisco,12430,Kaiser Foundation Hospital - San Francisco,BLD-01093,Main Hospital,In Service,2,,,2,"San Francisco
(37.7823219, -122.4432297)",1
38 - San Francisco,12430,Kaiser Foundation Hospital - San Francisco,BLD-01094,East Wing,In Service,2,,,2,"San Francisco
(37.7823219, -122.4432297)",1
38 - San Francisco,12430,Kaiser Foundation Hospital - San Francisco,BLD-01095,North Wing,In Service,4s,,,2,"San Francisco
(37.7823219, -122.4432297)",1
38 - San Francisco,12430,Kaiser Foundation Hospital - San Francisco,BLD-01096,MEE Building,In Service,4s,,,2,"San Francisco
(37.7823219, -122.4432297)",1
38 - San Francisco,12430,Kaiser Foundation Hospital - San Francisco,BLD-01097,Doctor's Sleep Annex,In Service,2,,,2,"San Francisco
(37.7823219, -122.4432297)",1
38 - San Francisco,12432,Laguna Honda Hospital & Rehabilitation Center,BLD-01086,Main Hospital - Bldg H Wings A to F,In Service,1,,,1,"San Francisco
(37.7475858, -122.4587511)",1
38 - San Francisco,12432,Laguna Honda Hospital & Rehabilitation Center,BLD-01087,Main Hospital - Wings K & L,In Service,1,,,1,"San Francisco
(37.7475858, -122.4587511)",1
38 - San Francisco,12432,Laguna Honda Hospital & Rehabilitation Center,BLD-01088,Main Hospital - Wings M & O,In Service,1,,,1,"San Francisco
(37.7475858, -122.4587511)",1
38 - San Francisco,12432,Laguna Honda Hospital & Rehabilitation Center,BLD-01089,Clarendon Hall,Skilled Nursing Only,N/A,,,1,"San Francisco
(37.7475858, -122.4587511)",1
38 - San Francisco,12432,Laguna Honda Hospital & Rehabilitation Center,BLD-01090,Clarendon Hall Additions,Skilled Nursing Only,N/A,,,1,"San Francisco
(37.7475858, -122.4587511)",1
38 - San Francisco,12432,Laguna Honda Hospital & Rehabilitation Center,BLD-01091,Power House,In Service,1,,,1,"San Francisco
(37.7475858, -122.4587511)",1
38 - San Francisco,12432,Laguna Honda Hospital & Rehabilitation Center,BLD-01092,Power House Additions,In Service,1,,,1,"San Francisco
(37.7475858, -122.4587511)",1
38 - San Francisco,12432,Laguna Honda Hospital & Rehabilitation Center,BLD-03809,South Residence,In Service,5s,,,NYA,"San Francisco
(37.7475858, -122.4587511)",1
38 - San Francisco,12432,Laguna Honda Hospital & Rehabilitation Center,BLD-05918,North Residence,In Service,5s,,,NYA,"San Francisco
(37.7475858, -122.4587511)",1
38 - San Francisco,12432,Laguna Honda Hospital & Rehabilitation Center,BLD-05919,Pavilion Building,In Service,5s,,,NYA,"San Francisco
(37.7475858, -122.4587511)",1
38 - San Francisco,12432,Laguna Honda Hospital & Rehabilitation Center,BLD-05920,Generator Building,In Service,5s,,,NYA,"San Francisco
(37.7475858, -122.4587511)",1
38 - San Francisco,12463,San Francisco General Hospital,BLD-01069,Main Hospital,In Service,1,14.47,,2,"San Francisco
(37.7556381, -122.4050903)",1
38 - San Francisco,12463,San Francisco General Hospital,BLD-01070,M Wing,In Service,1,,,2,"San Francisco
(37.7556381, -122.4050903)",1
38 - San Francisco,12463,San Francisco General Hospital,BLD-01071,Service Building,In Service,5,,,2,"San Francisco
(37.7556381, -122.4050903)",1
38 - San Francisco,12463,San Francisco General Hospital,BLD-03339,Replacement Hospital,Under Construction,5s,,,NYA,"San Francisco
(37.7556381, -122.4050903)",1
38 - San Francisco,12463,San Francisco General Hospital,BLD-05328,Mental Health Rehabilitation Facility,Acute Psych Only,N/A,,,NYA,"San Francisco
(37.7556381, -122.4050903)",1
38 - San Francisco,12457,St. Francis Memorial Hospital,BLD-01079,Main Tower,In Service,2,1.25,1.15,2,"San Francisco
(37.7896309, -122.4165192)",1
38 - San Francisco,12457,St. Francis Memorial Hospital,BLD-01080,1958 Building,In Service,2,,,2,"San Francisco
(37.7896309, -122.4165192)",1
38 - San Francisco,12457,St. Francis Memorial Hospital,BLD-01081,Pierotti Pavilion,In Service,3s,,,2,"San Francisco
(37.7896309, -122.4165192)",1
38 - San Francisco,12460,St. Mary's Medical Center San Francisco,BLD-01072,Main Tower,In Service,2,1.18,0.64,3,"San Francisco
(37.7737024, -122.4544012)",1
38 - San Francisco,12460,St. Mary's Medical Center San Francisco,BLD-01073,McAuley Wing,In Service,2,17.37,0.90,2,"San Francisco
(37.7737024, -122.4544012)",1
38 - San Francisco,12476,UCSF Medical Center,BLD-01012,Moffitt Hospital,In Service,2,,,3,"San Francisco
(37.7635328, -122.4576252)",1
38 - San Francisco,12476,UCSF Medical Center,BLD-01013,Long Hospital,In Service,3,,,3,"San Francisco
(37.7635328, -122.4576252)",1
38 - San Francisco,12476,UCSF Medical Center,BLD-01014,Emergency Entrance Structure,In Service,3,,,3,"San Francisco
(37.7635328, -122.4576252)",1
38 - San Francisco,12476,UCSF Medical Center,BLD-01015,Magnetic Resonance Imaging Building,In Service,4,,,3,"San Francisco
(37.7635328, -122.4576252)",1
38 - San Francisco,12476,UCSF Medical Center,BLD-01016,Central Utilities Plant,In Service,4,,,3,"San Francisco
(37.7635328, -122.4576252)",1
38 - San Francisco,12443,UCSF Medical Center at Mount Zion,BLD-01082,Building A,In Service,2,,,2,"San Francisco
(37.784893, -122.4389267)",1
38 - San Francisco,12443,UCSF Medical Center at Mount Zion,BLD-01083,Building B,In Service,2,,,2,"San Francisco
(37.784893, -122.4389267)",1
38 - San Francisco,12443,UCSF Medical Center at Mount Zion,BLD-01084,Building D,Not an Independent Building,N/A,,,N/A,"San Francisco
(37.784893, -122.4389267)",1
38 - San Francisco,12443,UCSF Medical Center at Mount Zion,BLD-01085,Building R,In Service,4,,,2,"San Francisco
(37.784893, -122.4389267)",1
38 - San Francisco,18181,UCSF Medical Center Mission Bay,BLD-05445,UCSF Benioff Children''s Hospital,Under Construction,5s,,,NYA,"San Francisco
(37.766874, -122.390852)",1
38 - San Francisco,18181,UCSF Medical Center Mission Bay,BLD-05523,Energy Center,Under Construction,5s,,,NYA,"San Francisco
(37.766874, -122.390852)",1
39 - San Joaquin,10729,Dameron Hospital,BLD-01863,1987 Building - 87-A,In Service,4,,,2,"Stockton
(37.9612586, -121.3007066)",1
39 - San Joaquin,10729,Dameron Hospital,BLD-01864,1987 Building - 87-B,In Service,4,,,2,"Stockton
(37.9612586, -121.3007066)",1
39 - San Joaquin,10729,Dameron Hospital,BLD-01865,1975 Building - 75-A,In Service,4,,,2,"Stockton
(37.9612586, -121.3007066)",1
39 - San Joaquin,10729,Dameron Hospital,BLD-01866,1967 Building - 67-A,In Service,2,0.12,,2,"Stockton
(37.9612586, -121.3007066)",1
39 - San Joaquin,10729,Dameron Hospital,BLD-01867,1964 Building - 64-A,In Service,2,,0.26,2,"Stockton
(37.9612586, -121.3007066)",1
39 - San Joaquin,10729,Dameron Hospital,BLD-01868,1957 Building -  57-A,Not an Independent Building,N/A,,,N/A,"Stockton
(37.9612586, -121.3007066)",1
39 - San Joaquin,10729,Dameron Hospital,BLD-01869,Generator Building - Fuel Tank,Equipment Yard,N/A,,,NYA,"Stockton
(37.9612586, -121.3007066)",1
39 - San Joaquin,10729,Dameron Hospital,BLD-01870,Generator Building - Cooling Tower,Not a Building Structure,N/A,,,NYA,"Stockton
(37.9612586, -121.3007066)",1
39 - San Joaquin,10729,Dameron Hospital,BLD-01871,1932 Building - 32-A,In Service,2,,0.97,2,"Stockton
(37.9612586, -121.3007066)",1
39 - San Joaquin,10729,Dameron Hospital,BLD-03615,Generator Building,In Service,5s,,,2,"Stockton
(37.9612586, -121.3007066)",1
39 - San Joaquin,10729,Dameron Hospital,BLD-05397,Generator Building - Bulk Oxygen,Equipment Yard,N/A,,,NYA,"Stockton
(37.9612586, -121.3007066)",1
39 - San Joaquin,10745,Doctors Hospital of Manteca,BLD-01881,Main Hospital & Additions,In Service,2,0.00,,2,"Manteca
(37.8015862, -121.1975174)",1
39 - San Joaquin,10745,Doctors Hospital of Manteca,BLD-01882,Outpatient/Administration,In Service,4,,,2,"Manteca
(37.8015862, -121.1975174)",1
39 - San Joaquin,10745,Doctors Hospital of Manteca,BLD-01883,OR Addition/Meeting Room,In Service,4,,,2,"Manteca
(37.8015862, -121.1975174)",1
39 - San Joaquin,10745,Doctors Hospital of Manteca,BLD-01884,East Patient Tower,In Service,4,,,2,"Manteca
(37.8015862, -121.1975174)",1
39 - San Joaquin,10745,Doctors Hospital of Manteca,BLD-01885,Purchasing,In Service,4,,,2,"Manteca
(37.8015862, -121.1975174)",1
39 - San Joaquin,10745,Doctors Hospital of Manteca,BLD-01886,Telephone Equipment Building,In Service,4,,,2,"Manteca
(37.8015862, -121.1975174)",1
39 - San Joaquin,10745,Doctors Hospital of Manteca,BLD-01887,ER Addition,In Service,4,,,2,"Manteca
(37.8015862, -121.1975174)",1
39 - San Joaquin,10745,Doctors Hospital of Manteca,BLD-01888,X-Ray Addition,In Service,4,,,2,"Manteca
(37.8015862, -121.1975174)",1
39 - San Joaquin,10745,Doctors Hospital of Manteca,BLD-01889,Ultrasound/Storage,In Service,4,,,2,"Manteca
(37.8015862, -121.1975174)",1
39 - San Joaquin,10745,Doctors Hospital of Manteca,BLD-01890,CT Scan,In Service,4,,,2,"Manteca
(37.8015862, -121.1975174)",1
39 - San Joaquin,10745,Doctors Hospital of Manteca,BLD-01891,OB Addition,In Service,4,,,2,"Manteca
(37.8015862, -121.1975174)",1
39 - San Joaquin,10745,Doctors Hospital of Manteca,BLD-01892,Mechanical Equip. Building,In Service,4,,,2,"Manteca
(37.8015862, -121.1975174)",1
39 - San Joaquin,10745,Doctors Hospital of Manteca,BLD-01893,Entrance Canopy,In Service,4,,,2,"Manteca
(37.8015862, -121.1975174)",1
39 - San Joaquin,10745,Doctors Hospital of Manteca,BLD-01894,OR Addition,In Service,4,,,2,"Manteca
(37.8015862, -121.1975174)",1
39 - San Joaquin,10745,Doctors Hospital of Manteca,BLD-01895,LDR Addition,In Service,5,,,2,"Manteca
(37.8015862, -121.1975174)",1
39 - San Joaquin,10745,Doctors Hospital of Manteca,BLD-01896,Mechanical Equip. Building,In Service,4,,,2,"Manteca
(37.8015862, -121.1975174)",1
39 - San Joaquin,10745,Doctors Hospital of Manteca,BLD-01897,Freezer,Not an Independent Building,N/A,,,NYA,"Manteca
(37.8015862, -121.1975174)",1
39 - San Joaquin,10745,Doctors Hospital of Manteca,BLD-05831,Central Utility Plant,Proposed,5s,,,NYA,"Manteca
(37.8015862, -121.1975174)",1
39 - San Joaquin,16324,Kaiser Foundation Hospital - Manteca,BLD-00065,East Wing,In Service,4,,,2,"Manteca
(37.7980576, -121.2462006)",1
39 - San Joaquin,16324,Kaiser Foundation Hospital - Manteca,BLD-00066,West Wing,In Service,4,,,2,"Manteca
(37.7980576, -121.2462006)",1
39 - San Joaquin,16324,Kaiser Foundation Hospital - Manteca,BLD-00067,Tower,In Service,4,,,2,"Manteca
(37.7980576, -121.2462006)",1
39 - San Joaquin,10743,Lodi Memorial Hospital,BLD-01876,Central (Main)/East Wing,In Service,2,0.05,,2,"Lodi
(38.1205101, -121.2877579)",1
39 - San Joaquin,10743,Lodi Memorial Hospital,BLD-01877,West Wing,In Service,2,0.04,,2,"Lodi
(38.1205101, -121.2877579)",1
39 - San Joaquin,10743,Lodi Memorial Hospital,BLD-01878,Central Plant,In Service,4s,,,2,"Lodi
(38.1205101, -121.2877579)",1
39 - San Joaquin,10743,Lodi Memorial Hospital,BLD-01879,North Wing,In Service,4s,,,2,"Lodi
(38.1205101, -121.2877579)",1
39 - San Joaquin,10743,Lodi Memorial Hospital,BLD-01880,Emergency Addition,In Service,4s,,,2,"Lodi
(38.1205101, -121.2877579)",1
39 - San Joaquin,10743,Lodi Memorial Hospital,BLD-02864,New Patient Tower,In Service,5s,,,NYA,"Lodi
(38.1205101, -121.2877579)",1
39 - San Joaquin,10743,Lodi Memorial Hospital,BLD-03624,New Central Plant,In Service,5s,,,NYA,"Lodi
(38.1205101, -121.2877579)",1
39 - San Joaquin,10741,Lodi Memorial Hospital - West,BLD-01872,Main Building and Additions,In Service,2,0.01,,2,"Lodi
(38.1237488, -121.3052979)",1
39 - San Joaquin,10741,Lodi Memorial Hospital - West,BLD-01873,West Campus - 1968 Addition (South),Not an Independent Building,N/A,,,N/A,"Lodi
(38.1237488, -121.3052979)",1
39 - San Joaquin,10741,Lodi Memorial Hospital - West,BLD-01874,West Campus - 1970 Addition,Not an Independent Building,N/A,,,N/A,"Lodi
(38.1237488, -121.3052979)",1
39 - San Joaquin,10741,Lodi Memorial Hospital - West,BLD-01875,1983 Emergency Room Addition,In Service,4,,,2,"Lodi
(38.1237488, -121.3052979)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-01911,Main Hospital Building,In Service,4,,,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-01912,Central Plant,In Service,5,,,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-01913,OPD Building / Conference Center / Admin Wing,In Service,2,,0.61,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-01914,OPD Emergency Generator Shed,In Service,1,,2.97,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-01915,Dietary Building,In Service,2,,0.27,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-01916,Dietary Emergency Generator Shed,In Service,1,,2.97,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-01917,A & B Wings,In Service,1,,3.47,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-03035,Loading Dock,In Service,4s,,,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-03171,Clinical Laboratory,Under Construction,5s,,,NYA,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-03726,Compacter / Sterilizer / Baler,In Service,3,,,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-03727,Connecting Link - Part 1 - North,In Service,4s,,,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-03728,Connecting Link - Part 2 - North,In Service,4s,,,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-03729,Area D,In Service,4s,,,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-03730,Area E,In Service,4s,,,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-03731,Main Hospital Canopy,In Service,4s,,,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-03732,Connecting Link - Part 1 - West,In Service,4s,,,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-03733,Connecting Bridge - Part 1 - West,In Service,4s,,,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-03734,Connecting Bridge - Pylon,In Service,4s,,,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-03735,Connecting Link - Part 2 - West,In Service,4s,,,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-03736,Connecting Bridge - Part 2 - West,In Service,4s,,,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-03737,Connecting Bridge - Pylon 2,In Service,4s,,,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10753,San Joaquin General Hospital,BLD-03738,Connecting Link - Part 3 - West,In Service,4s,,,2,"French Camp
(37.8866386, -121.2829971)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-01898,Main Wing,In Service,1,,,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-01899,North Wing,In Service,2,0.01,,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-01900,South Wing,In Service,2,0.18,,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-01901,West Wing,In Service,2,2.35,0.24,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-01902,East Wing,In Service,2,,,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-01903,Administrative Wing,In Service,2,,,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-01904,Southeast Wing,In Service,4s,,,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-01905,Cafeteria,In Service,4,,,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-01906,Heart Center,In Service,4s,,,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-01907,Outpatient Surgery Building,In Service,4s,,,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-01908,Cancer Center,In Service,4s,,,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-01909,Hospital Main Entrance,In Service,4s,,,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-01910,Emergency Generator Room,In Service,4s,,,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-03367,Women & Children's Pavilion Building,In Service,5,,,4,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-03369,LOX Yard,Equipment Yard,N/A,,,4,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-03370,New Generator Building,In Service,5s,,,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-03371,Pedestrian Corridor,In Service,5,,,4,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-03492,Elevator Addition,In Service,2,0.32,,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-03493,Kitchen Remodel 1,In Service,4s,,,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-03494,Kitchen Remodel 2,In Service,4s,,,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-03495,Material Management Building,In Service,4s,,,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-03496,Utility Plant,In Service,4s,,,2,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10750,St. Joseph's Medical Center of Stockton,BLD-03575,Generator Enclosure for Women and Children's Pavilion Building,Equipment Yard,N/A,,,4,"Stockton
(37.9706078, -121.2882156)",1
39 - San Joaquin,10757,Sutter Tracy Community Hospital,BLD-01918,Original Hospital Building / Additions,In Service,2,0.14,,2,"Tracy
(37.743866, -121.4339905)",1
39 - San Joaquin,10757,Sutter Tracy Community Hospital,BLD-01919,Building Block No. 2,In Service,2,0.11,,2,"Tracy
(37.743866, -121.4339905)",1
39 - San Joaquin,10757,Sutter Tracy Community Hospital,BLD-01920,1976 Alterations & Additions,In Service,4,,,2,"Tracy
(37.743866, -121.4339905)",1
39 - San Joaquin,10757,Sutter Tracy Community Hospital,BLD-01921,Two Story Addition West,In Service,4,,,2,"Tracy
(37.743866, -121.4339905)",1
39 - San Joaquin,10757,Sutter Tracy Community Hospital,BLD-03046,Mechanical Building,In Service,4,,,2,"Tracy
(37.743866, -121.4339905)",1
39 - San Joaquin,10757,Sutter Tracy Community Hospital,BLD-03075,Central Plant,In Service,5,,,NYA,"Tracy
(37.743866, -121.4339905)",1
39 - San Joaquin,10757,Sutter Tracy Community Hospital,BLD-03200,North Canopy,In Service,4,,,2,"Tracy
(37.743866, -121.4339905)",1
39 - San Joaquin,10757,Sutter Tracy Community Hospital,BLD-03345,Northwest Canopy,In Service,4,,,2,"Tracy
(37.743866, -121.4339905)",1
39 - San Joaquin,10757,Sutter Tracy Community Hospital,BLD-03346,One Story Addition,In Service,4,,,2,"Tracy
(37.743866, -121.4339905)",1
39 - San Joaquin,10757,Sutter Tracy Community Hospital,BLD-03347,Northeast Canopy,In Service,4,,,3,"Tracy
(37.743866, -121.4339905)",1
39 - San Joaquin,10757,Sutter Tracy Community Hospital,BLD-03348,West Canopy,In Service,4,,,3,"Tracy
(37.743866, -121.4339905)",1
39 - San Joaquin,10757,Sutter Tracy Community Hospital,BLD-03903,Ambulatory Care Entrance Corridor,In Service,5,,,NYA,"Tracy
(37.743866, -121.4339905)",1
39 - San Joaquin,10757,Sutter Tracy Community Hospital,BLD-03904,Ambulatory Care Addition,In Service,5,,,NYA,"Tracy
(37.743866, -121.4339905)",1
40 - San Luis Obispo,12964,French Hospital Medical Center,BLD-00955,Main Hospital,In Service,2,0.00,,2,"San Luis Obispo
(35.2779935, -120.6496936)",1
40 - San Luis Obispo,12964,French Hospital Medical Center,BLD-00956,Cath Lab Addition,In Service,4,,,2,"San Luis Obispo
(35.2779935, -120.6496936)",1
40 - San Luis Obispo,12964,French Hospital Medical Center,BLD-00957,Surgery Addition,In Service,4s,,,2,"San Luis Obispo
(35.2779935, -120.6496936)",1
40 - San Luis Obispo,12964,French Hospital Medical Center,BLD-03600,Mechanical Building,In Service,4s,,,2,"San Luis Obispo
(35.2779935, -120.6496936)",1
40 - San Luis Obispo,12964,French Hospital Medical Center,BLD-05622,Electrical Room,In Service,5s,,,NYA,"San Luis Obispo
(35.2779935, -120.6496936)",1
40 - San Luis Obispo,10766,"Marian Regional Medical Center, Arroyo Grande",BLD-01922,Canopy,In Service,4,,,1,"Arroyo Grande
(35.1134605, -120.590538)",1
40 - San Luis Obispo,10766,"Marian Regional Medical Center, Arroyo Grande",BLD-01923,Kitchen Addition,In Service,5,,,1,"Arroyo Grande
(35.1134605, -120.590538)",1
40 - San Luis Obispo,10766,"Marian Regional Medical Center, Arroyo Grande",BLD-01924,Central Supply,In Service,4,,,1,"Arroyo Grande
(35.1134605, -120.590538)",1
40 - San Luis Obispo,10766,"Marian Regional Medical Center, Arroyo Grande",BLD-01925,Skilled Nursing,In Service,4,,,1,"Arroyo Grande
(35.1134605, -120.590538)",1
40 - San Luis Obispo,10766,"Marian Regional Medical Center, Arroyo Grande",BLD-01926,Corridor,In Service,3s,,,1,"Arroyo Grande
(35.1134605, -120.590538)",1
40 - San Luis Obispo,10766,"Marian Regional Medical Center, Arroyo Grande",BLD-01927,Critical Care Unit,In Service,5s,,,1,"Arroyo Grande
(35.1134605, -120.590538)",1
40 - San Luis Obispo,10766,"Marian Regional Medical Center, Arroyo Grande",BLD-01928,Corridor,In Service,3s,,,1,"Arroyo Grande
(35.1134605, -120.590538)",1
40 - San Luis Obispo,10766,"Marian Regional Medical Center, Arroyo Grande",BLD-01929,"Surgery, Emergency, Food Service",In Service,4s,,,1,"Arroyo Grande
(35.1134605, -120.590538)",1
40 - San Luis Obispo,10766,"Marian Regional Medical Center, Arroyo Grande",BLD-01930,Canopy,In Service,3s,,,1,"Arroyo Grande
(35.1134605, -120.590538)",1
